id,country,admin_region,total_population,infected,zombified,mutants,deaths,missing,ut_forces,date,latitude,longitude
23159,USA,Arklay_County,34014,21034,9019,1451,3047,2138,950,1999-05-19,2.441439224449056,-2.9081933913488074
23160,Taiwan,Taichung_City,55566,13436,6743,484,1089,299,865,1999-01-05,-2.604738557508256,7.177168990234618
23161,France,Bordeaux,1375274,1062105,689572,52741,179274,101736,17371,1999-05-13,1.1704801824038549,-1.967857959836668
23162,Japan,Kyoto,22954,7018,5535,242,651,129,835,1998-05-03,-0.6353533556324394,-4.121988575775276
23163,Russia,Moscow,35789,21666,16832,231,3310,2544,728,1999-04-29,-3.1270639264667555,0.5501745696793509
23164,Canada,Vancouver,233205,159898,94623,11901,13925,13514,8399,1998-09-05,1.763269541791821,-1.335127450431743
23165,Canada,Ottawa,38447,11592,5455,913,1080,1298,347,1998-08-28,1.480608918212311,-1.9217980547608868
23166,Russia,Vladivostok,2064871,1254612,539181,83555,76957,148988,48666,1998-11-16,43.1155,131.8853
23167,Canada,Toronto,542476,193407,114850,18432,26408,2752,2518,1998-12-24,-2.097557183413056,-0.6387742714220199
23168,France,Paris_District,56238,29018,17900,298,2522,2374,1537,1998-06-24,1.1184999132560782,0.2466954433440331
23169,Canada,Montreal,2558718,1910209,1292059,165100,325447,272238,28182,1998-07-09,3.577033218814007,0.0643706388332788
23170,Germany,Munich,876953,608082,350005,23706,83250,48833,26859,1999-05-12,1.3304192527089729,0.9162062377984492
23171,USA,California,1380576,311003,164653,19475,24661,37843,12582,1999-04-21,-3.768367786224215,-7.269105964257913
23172,UK,London_City,31176,20871,15584,1426,2654,2495,1319,1999-02-12,51.5074,-0.1278
23173,UK,Manchester,1045133,805206,451492,8222,70618,42819,9127,1999-01-17,-0.1633074596956526,5.456915438611025
23174,Antarctica,Base_Echo,16509,2263,1033,220,123,215,511,1998-11-26,-2.0507635900375054,3.689084456104984
23175,Brazil,Sao_Paulo,529104,21671,12166,1174,2126,589,1513,1998-12-23,-23.5505,-46.6333
23176,Japan,Kyoto,14119,5995,4549,499,695,89,472,1998-12-04,-0.6353533556324394,-4.121988575775276
23177,USA,Arklay_County,15193,3577,1976,323,646,288,431,1998-11-28,2.441439224449056,-2.9081933913488074
23178,Russia,Saint_Petersburg,120526,11423,7911,966,655,815,1070,1998-05-16,1.7025554541757133,0.217036944873728
23179,Germany,Frankfurt,123434,103553,78933,2453,8814,15302,2646,1998-11-29,-4.724921723598893,2.452041664770111
23180,France,Marseille,172266,5711,2434,466,570,248,1155,1999-01-25,3.0758159318117744,0.8224238495790386
23181,Brazil,Rio_de_Janeiro,316695,100553,57372,7231,11911,9220,3807,1999-03-14,1.69863980297128,-0.1445188229842225
23182,Antarctica,Base_Echo,216626,159048,84356,4185,13572,13774,6329,1998-09-23,-2.0507635900375054,3.689084456104984
23183,Japan,Akita_Pref,1955195,76683,44728,5157,9622,1696,3826,1999-01-19,-2.265945629067376,2.5379745781799965
23184,Japan,Kyoto,102625,21636,9192,808,1811,2660,892,1998-09-10,-0.6353533556324394,-4.121988575775276
23185,Australia,Perth,109964,65254,29037,3793,4797,9691,2360,1999-04-09,-2.3821152566781127,0.315955519096403
23186,USA,New_York,15345,6816,4050,473,983,533,588,1999-02-21,40.7128,-74.006
23187,Germany,Munich,117056,9861,7589,205,641,167,742,1999-05-02,1.3304192527089729,0.9162062377984492
23188,Taiwan,Taichung_City,14433,5514,2417,367,818,736,733,1999-03-11,-2.604738557508256,7.177168990234618
23189,France,Paris_District,37706,10994,4816,307,713,486,1112,1998-05-09,1.1184999132560782,0.2466954433440331
23190,Brazil,Rio_de_Janeiro,41693,27702,13697,2309,5037,3690,1829,1998-06-11,1.69863980297128,-0.1445188229842225
23191,Russia,Vladivostok,176854,93959,42379,4051,15130,12141,1874,1998-05-18,43.1155,131.8853
23192,UK,Birmingham,863825,433907,241163,7305,36339,44021,9191,1999-02-26,-2.8500477535126296,3.283220170509705
23193,Brazil,Sao_Paulo,24569,17747,10720,1487,1609,2367,825,1999-05-14,-23.5505,-46.6333
23194,Antarctica,Rockfort_Island,4396195,886507,634382,57679,163805,14895,24704,1998-11-26,-67.6167,62.8667
23195,Antarctica,Base_Omega,457371,269732,129680,19635,16036,34601,12836,1999-02-08,1.3325999520384384,-2.381827186590709
23196,Canada,Ottawa,32915,5953,2409,449,1026,400,379,1999-02-17,1.480608918212311,-1.9217980547608868
23197,Antarctica,Base_Omega,1784214,845093,576685,52546,94342,87585,32561,1999-03-26,1.3325999520384384,-2.381827186590709
23198,Japan,Osaka,110053,74927,44007,3350,14938,5569,3179,1999-01-31,1.5102506162201896,-3.245233909150882
23199,Russia,Saint_Petersburg,109283,72832,39924,5392,7874,7796,3226,1998-12-01,1.7025554541757133,0.217036944873728
23200,France,Paris_District,38776,16760,12256,1649,3200,976,771,1999-05-03,1.1184999132560782,0.2466954433440331
23201,Antarctica,Base_Echo,438158,108926,54000,5917,8429,6265,2538,1999-05-15,-2.0507635900375054,3.689084456104984
23202,Germany,Hamburg,29462,625,345,29,36,24,338,1998-12-21,-3.9938192044018974,-2.733540311293427
23203,Taiwan,Taipei_City,26448,9773,5654,751,1125,826,876,1998-09-25,1.6582573663341151,2.124440670053682
23204,Antarctica,Rockfort_Island,5099,2888,1506,144,230,176,921,1998-06-19,-67.6167,62.8667
23205,Canada,Vancouver,1185528,329834,165538,29185,54294,32336,7791,1998-09-10,1.763269541791821,-1.335127450431743
23206,Russia,Siberia_Zone,68220,52490,34725,4321,6917,3745,2636,1998-11-04,61.0137,99.1967
23207,Russia,Moscow,5314186,4259711,2780410,372072,644815,612711,52372,1998-07-12,-3.1270639264667555,0.5501745696793509
23208,Japan,Akita_Pref,471711,188537,129323,17778,23171,23555,8281,1999-02-23,-2.265945629067376,2.5379745781799965
23209,USA,California,942474,407608,237771,24861,28401,36900,7944,1999-05-17,-3.768367786224215,-7.269105964257913
23210,Canada,Toronto,1253703,214101,159921,17472,28176,17401,3452,1998-08-13,-2.097557183413056,-0.6387742714220199
23211,Japan,Kyoto,225301,33799,18689,1773,2832,4778,1854,1999-02-16,-0.6353533556324394,-4.121988575775276
23212,Brazil,Sao_Paulo,418223,92123,40133,5984,14085,2370,3139,1998-12-18,-23.5505,-46.6333
23213,Antarctica,Base_Omega,1483292,579898,418150,46863,41855,72015,22061,1998-08-09,1.3325999520384384,-2.381827186590709
23214,Canada,Vancouver,471783,435475,189536,5333,86545,8152,18837,1999-01-14,1.763269541791821,-1.335127450431743
23215,Taiwan,Kaohsiung_City,39314,23347,18211,1396,1301,3414,891,1999-02-16,-1.4187478369460782,0.4236305691145081
23216,Antarctica,Base_Omega,52934,21298,13020,1420,3284,2992,960,1998-08-20,1.3325999520384384,-2.381827186590709
23217,UK,London_City,233073,48482,30422,2585,9555,3731,2408,1998-06-14,51.5074,-0.1278
23218,Brazil,Rio_de_Janeiro,15946,11803,6446,456,2222,360,1114,1998-08-08,1.69863980297128,-0.1445188229842225
23219,Taiwan,Kaohsiung_City,70510,42945,32797,3334,6811,995,1609,1998-10-04,-1.4187478369460782,0.4236305691145081
23220,Germany,Hamburg,73650,28500,13232,2775,4332,3969,1593,1998-12-11,-3.9938192044018974,-2.733540311293427
23221,Japan,Tokyo,13336,7733,4370,377,1481,1112,1099,1999-05-27,35.6895,139.6917
23222,Taiwan,Kaohsiung_City,291778,160253,80495,10344,21629,2611,5906,1998-07-12,-1.4187478369460782,0.4236305691145081
23223,USA,Florida,952642,525752,292953,25180,43858,49684,25327,1998-07-08,0.0736648847716987,-8.521986977221632
23224,Australia,Perth,367990,25189,12897,626,4802,2951,1206,1998-10-19,-2.3821152566781127,0.315955519096403
23225,UK,Birmingham,3825,3275,1764,66,589,372,962,1998-12-10,-2.8500477535126296,3.283220170509705
23226,Germany,Frankfurt,31315,25360,10652,1484,2776,1714,1523,1998-06-18,-4.724921723598893,2.452041664770111
23227,Russia,Saint_Petersburg,1145533,90721,52816,6098,16696,6455,1344,1998-12-22,1.7025554541757133,0.217036944873728
23228,Japan,Okinawa,546312,330184,176590,31109,49847,31862,4389,1998-08-17,-0.7058126639679835,7.705785461881211
23229,Brazil,Rio_de_Janeiro,1052278,497241,357920,29157,64154,68834,19607,1999-05-10,1.69863980297128,-0.1445188229842225
23230,Australia,Brisbane,50462,35609,21447,1809,4031,4301,1068,1999-01-28,-0.8665823898368763,9.314114221014716
23231,Canada,Ottawa,133394,50897,32301,1497,5864,2971,692,1998-10-05,1.480608918212311,-1.9217980547608868
23232,Antarctica,Rockfort_Island,3833891,3561100,2545164,53361,193994,82575,116085,1998-12-25,-67.6167,62.8667
23233,Japan,Tokyo,24735,22368,15914,1151,1561,2392,1186,1999-05-15,35.6895,139.6917
23234,France,Paris_District,133451,12278,8189,541,2178,1427,867,1998-05-04,1.1184999132560782,0.2466954433440331
23235,Japan,Okinawa,244418,71164,53130,963,5727,3003,2416,1998-11-20,-0.7058126639679835,7.705785461881211
23236,Antarctica,Base_Echo,83535,16511,8772,964,1820,1282,771,1998-07-23,-2.0507635900375054,3.689084456104984
23237,France,Marseille,83584,25329,17332,1672,1583,1769,1565,1998-11-30,3.0758159318117744,0.8224238495790386
23238,Russia,Saint_Petersburg,31613307,14354057,6767248,1110948,2164386,462910,153295,1999-05-26,1.7025554541757133,0.217036944873728
23239,Germany,Berlin,258596,28550,18508,1449,1706,1448,1452,1999-04-24,52.52,13.405
23240,UK,Manchester,544235,367737,289891,33984,63838,52032,11462,1999-05-08,-0.1633074596956526,5.456915438611025
23241,Japan,Hokkaido,3471591,1895004,1020205,135076,117653,254122,91137,1998-07-01,0.8748241824825881,-0.4771821068560608
23242,Russia,Moscow,28945,4071,1829,406,380,208,783,1998-06-27,-3.1270639264667555,0.5501745696793509
23243,Canada,Montreal,52532,33826,19212,2888,2023,604,2062,1998-10-19,3.577033218814007,0.0643706388332788
23244,Australia,Sydney,8267,5061,2891,335,942,333,132,1999-03-10,-33.8688,151.2093
23245,USA,California,61676,51748,33304,2417,7339,7158,2171,1999-04-27,-3.768367786224215,-7.269105964257913
23246,Taiwan,Kaohsiung_City,150783,30439,14695,3021,4762,2195,1268,1999-01-07,-1.4187478369460782,0.4236305691145081
23247,Russia,Vladivostok,193692,112152,86572,3413,16542,14058,3418,1999-03-24,43.1155,131.8853
23248,Australia,Melbourne,280259,233261,137844,12994,17223,30208,12181,1998-09-14,2.2429425392786246,-0.2182463403309512
23249,France,Lyon,134218,33652,23771,1655,5442,2293,947,1998-12-24,0.1225354025007818,2.243434500939372
23250,Russia,Saint_Petersburg,431644,95377,42891,8898,6722,9160,5084,1998-05-06,1.7025554541757133,0.217036944873728
23251,Canada,Montreal,362095,94895,50377,4914,7244,12247,4311,1999-01-30,3.577033218814007,0.0643706388332788
23252,Russia,Vladivostok,30406,22051,10894,1699,2516,3152,1415,1998-07-25,43.1155,131.8853
23253,UK,Birmingham,663761,510455,284175,33977,83424,56353,19432,1999-05-02,-2.8500477535126296,3.283220170509705
23254,France,Lyon,1916396,64653,26629,4159,10360,4618,2698,1998-09-25,0.1225354025007818,2.243434500939372
23255,Japan,Akita_Pref,2329741,697084,325407,9019,126871,47102,26825,1998-07-03,-2.265945629067376,2.5379745781799965
23256,Brazil,Brasilia,228482,27720,16164,2188,1507,1445,1893,1998-10-02,-0.4958311887247957,4.486676700154028
23257,USA,Raccoon_City,1137157,166897,76613,10530,15542,11173,3821,1998-09-12,38.8333,-97.5333
23258,Japan,Akita_Pref,3441841,2668535,1994602,197052,161596,393810,44626,1998-08-26,-2.265945629067376,2.5379745781799965
23259,Taiwan,Tainan_City,735711,673718,379024,21992,34219,15188,28109,1998-05-24,-1.3817801379542258,-6.823508848071515
23260,Russia,Moscow,78791,31011,22171,1112,2357,1627,1065,1999-05-14,-3.1270639264667555,0.5501745696793509
23261,Germany,Frankfurt,570042,525354,305821,46696,33368,57615,19928,1999-01-19,-4.724921723598893,2.452041664770111
23262,Russia,Moscow,297505,106948,44449,6289,12454,14007,2262,1999-03-19,-3.1270639264667555,0.5501745696793509
23263,Antarctica,Rockfort_Island,2055854,1399269,754554,138809,168595,156093,62877,1998-05-11,-67.6167,62.8667
23264,France,Bordeaux,399844,136627,80741,2388,8184,8638,6113,1999-04-21,1.1704801824038549,-1.967857959836668
23265,UK,London_City,202969,61836,33141,4073,4325,5975,2067,1998-07-05,51.5074,-0.1278
23266,Russia,Siberia_Zone,1222507,682863,434942,64626,47732,50573,15160,1999-05-20,61.0137,99.1967
23267,Taiwan,Hualien_County,533910,441101,273716,12065,50438,48251,9318,1999-01-18,2.595969444828932,-2.4187338956450457
23268,Canada,Vancouver,4580687,2583664,2011679,151186,354934,35601,122387,1998-05-24,1.763269541791821,-1.335127450431743
23269,Russia,Saint_Petersburg,236524,128187,70236,2387,12297,12048,6810,1999-03-15,1.7025554541757133,0.217036944873728
23270,Japan,Tokyo,5880868,2820977,1432346,233877,149880,196915,57483,1999-03-24,35.6895,139.6917
23271,Brazil,Amazon_Region,497253,448103,292719,11957,41207,54391,9825,1998-09-18,-1.93727713348161,-3.219104847382798
23272,Germany,Munich,484292,374899,213895,11144,61294,35982,11654,1998-12-17,1.3304192527089729,0.9162062377984492
23273,Taiwan,Tainan_City,50643,19601,7928,1086,2929,983,580,1998-07-27,-1.3817801379542258,-6.823508848071515
23274,Taiwan,Hualien_County,21833,17099,11277,1117,1669,2058,1636,1998-08-24,2.595969444828932,-2.4187338956450457
23275,France,Paris_District,5108923,531085,342755,48086,92414,22406,15990,1999-02-04,1.1184999132560782,0.2466954433440331
23276,Taiwan,Tainan_City,115583,47875,22026,1638,4867,3207,3025,1998-06-07,-1.3817801379542258,-6.823508848071515
23277,Germany,Munich,1215513,130151,69868,1546,15175,18398,4517,1998-11-15,1.3304192527089729,0.9162062377984492
23278,Japan,Akita_Pref,11982,11350,8377,432,1158,948,918,1999-01-21,-2.265945629067376,2.5379745781799965
23279,Brazil,Rio_de_Janeiro,118363,5402,3358,517,723,295,432,1998-10-05,1.69863980297128,-0.1445188229842225
23280,Antarctica,Base_Echo,1499925,1294174,888356,89372,114614,177858,33972,1998-12-17,-2.0507635900375054,3.689084456104984
23281,Antarctica,Base_Omega,1082629,958428,672608,48871,66214,32010,32142,1999-04-09,1.3325999520384384,-2.381827186590709
23282,Australia,Melbourne,384037,107106,73993,3430,16740,13116,5279,1999-02-07,2.2429425392786246,-0.2182463403309512
23283,Russia,Saint_Petersburg,57047,51462,32845,3428,5047,1836,1566,1999-02-10,1.7025554541757133,0.217036944873728
23284,Taiwan,Kaohsiung_City,296921,141353,95669,7175,15664,20245,5731,1998-09-05,-1.4187478369460782,0.4236305691145081
23285,Antarctica,Base_Omega,84902,75666,57461,1776,4137,7393,2748,1998-11-23,1.3325999520384384,-2.381827186590709
23286,Canada,Vancouver,189989,87750,49366,3110,14597,12955,1395,1999-05-08,1.763269541791821,-1.335127450431743
23287,UK,Edinburgh,78243,35007,23404,1753,4459,1697,1740,1999-01-13,0.6060610566215301,-4.154607930958573
23288,Canada,Ottawa,910,651,501,56,128,20,821,1999-01-19,1.480608918212311,-1.9217980547608868
23289,Japan,Akita_Pref,13743,3059,1570,100,154,256,517,1998-09-22,-2.265945629067376,2.5379745781799965
23290,Australia,Melbourne,660532,567425,299597,31880,58723,13812,24051,1998-06-17,2.2429425392786246,-0.2182463403309512
23291,France,Paris_District,167455,134986,61275,10695,18299,14384,2228,1998-07-03,1.1184999132560782,0.2466954433440331
23292,Japan,Tokyo,1493526,192905,111749,5169,12842,14611,8696,1998-11-05,35.6895,139.6917
23293,Canada,Montreal,19886,574,252,13,53,12,82,1998-09-18,3.577033218814007,0.0643706388332788
23294,Germany,Frankfurt,2256488,1523842,959703,121800,116307,205328,75447,1998-12-14,-4.724921723598893,2.452041664770111
23295,Russia,Saint_Petersburg,507975,170057,120736,10344,23108,15023,4924,1998-08-15,1.7025554541757133,0.217036944873728
23296,Japan,Kyoto,7449,729,447,27,92,44,626,1998-09-07,-0.6353533556324394,-4.121988575775276
23297,USA,Florida,302651,257480,142827,5342,26045,38019,6541,1999-05-18,0.0736648847716987,-8.521986977221632
23298,Russia,Vladivostok,502110,474261,312279,31918,83100,69812,6662,1999-04-05,43.1155,131.8853
23299,USA,New_York,145195,44052,20304,1231,6151,4019,2793,1998-09-28,40.7128,-74.006
23300,Taiwan,Hualien_County,7562587,1337272,953808,92852,265274,24862,43135,1998-11-29,2.595969444828932,-2.4187338956450457
23301,UK,Edinburgh,118447,96416,46066,1408,14512,11949,3228,1998-12-09,0.6060610566215301,-4.154607930958573
23302,Japan,Kyoto,7022,3536,1635,317,435,229,875,1998-05-16,-0.6353533556324394,-4.121988575775276
23303,Russia,Moscow,456217,427118,172809,14947,81708,52648,15746,1998-09-18,-3.1270639264667555,0.5501745696793509
23304,France,Paris_District,59944,36338,21686,2075,7202,4800,952,1999-05-23,1.1184999132560782,0.2466954433440331
23305,USA,Texas,192078,103402,42817,7156,9470,11328,2719,1999-01-13,-0.3616082962495004,-1.7712103761382976
23306,Brazil,Sao_Paulo,100581,88661,67823,7682,12630,1828,2244,1998-08-22,-23.5505,-46.6333
23307,Canada,Toronto,763338,581409,434863,11920,73316,61783,22732,1999-03-17,-2.097557183413056,-0.6387742714220199
23308,Russia,Moscow,13856,5370,3055,472,723,136,519,1998-05-26,-3.1270639264667555,0.5501745696793509
23309,UK,Edinburgh,1175479,13078,5403,814,1180,1053,1071,1999-02-10,0.6060610566215301,-4.154607930958573
23310,Japan,Kyoto,351876,251505,185851,23941,37411,36904,11547,1999-05-09,-0.6353533556324394,-4.121988575775276
23311,Russia,Moscow,696902,572980,252442,51361,94928,31148,27560,1998-06-07,-3.1270639264667555,0.5501745696793509
23312,Antarctica,Rockfort_Island,1789,222,162,17,19,3,140,1998-05-25,-67.6167,62.8667
23313,Japan,Kyoto,3758303,3196681,2174783,53979,208254,469216,56561,1999-05-16,-0.6353533556324394,-4.121988575775276
23314,Germany,Frankfurt,16567,13638,10550,1150,1397,177,363,1998-06-21,-4.724921723598893,2.452041664770111
23315,USA,California,1283504,22688,12870,1571,2479,1062,918,1999-04-04,-3.768367786224215,-7.269105964257913
23316,Russia,Siberia_Zone,10509,7275,5325,200,994,611,259,1998-07-30,61.0137,99.1967
23317,Russia,Saint_Petersburg,55292,20174,14827,238,2699,1706,1447,1998-09-15,1.7025554541757133,0.217036944873728
23318,UK,Manchester,343409,16920,8258,668,1545,896,783,1998-11-25,-0.1633074596956526,5.456915438611025
23319,UK,Birmingham,75338,23727,12790,1549,3059,2372,1432,1998-06-30,-2.8500477535126296,3.283220170509705
23320,Canada,Toronto,133622,76844,50987,3812,8087,9313,2468,1998-08-19,-2.097557183413056,-0.6387742714220199
23321,France,Paris_District,7247,2113,1013,177,221,270,102,1999-01-13,1.1184999132560782,0.2466954433440331
23322,Japan,Kyoto,1485641,1111863,810873,68973,188508,108873,41714,1999-04-02,-0.6353533556324394,-4.121988575775276
23323,Australia,Sydney,179023,84281,49316,1632,8673,6974,1031,1998-09-12,-33.8688,151.2093
23324,Canada,Montreal,3668476,127085,95568,12374,20617,9641,1806,1998-06-29,3.577033218814007,0.0643706388332788
23325,UK,Manchester,2465589,1314259,840378,90814,228854,59995,60587,1998-11-05,-0.1633074596956526,5.456915438611025
23326,Antarctica,Base_Omega,31673,13190,7738,287,2511,299,1100,1999-04-01,1.3325999520384384,-2.381827186590709
23327,Australia,Perth,199789,18166,13465,1405,3568,691,929,1998-08-21,-2.3821152566781127,0.315955519096403
23328,Taiwan,Taichung_City,440845,185303,78924,3510,25229,8617,3377,1998-05-27,-2.604738557508256,7.177168990234618
23329,Australia,Perth,226773,171857,71987,14879,22030,5399,5937,1998-05-01,-2.3821152566781127,0.315955519096403
23330,USA,Arklay_County,59786,6095,3231,525,1175,399,655,1998-11-30,2.441439224449056,-2.9081933913488074
23331,Russia,Saint_Petersburg,167660,39412,21219,2368,3537,3996,1391,1998-07-25,1.7025554541757133,0.217036944873728
23332,UK,London_City,24026,22520,12681,780,2283,2467,1189,1998-10-02,51.5074,-0.1278
23333,Russia,Siberia_Zone,543095,214206,112268,9130,18744,26533,8687,1998-07-19,61.0137,99.1967
23334,Canada,Ottawa,453938,358054,261205,5193,58958,15678,10740,1998-06-29,1.480608918212311,-1.9217980547608868
23335,Germany,Hamburg,11609,5563,4379,226,441,328,683,1999-03-05,-3.9938192044018974,-2.733540311293427
23336,UK,Manchester,21244388,4698442,3197550,356783,784923,644992,123272,1998-06-05,-0.1633074596956526,5.456915438611025
23337,UK,Manchester,281148,23202,16074,1989,4251,1990,1888,1999-02-15,-0.1633074596956526,5.456915438611025
23338,Brazil,Rio_de_Janeiro,47794,33900,24591,1748,4476,2725,1622,1999-02-13,1.69863980297128,-0.1445188229842225
23339,Russia,Saint_Petersburg,45499,20989,11333,1239,2036,603,1447,1999-03-21,1.7025554541757133,0.217036944873728
23340,UK,Birmingham,2887367,2686507,1614974,87073,436801,128417,114274,1999-04-28,-2.8500477535126296,3.283220170509705
23341,Antarctica,Base_Omega,6516,5588,4467,395,468,190,615,1998-10-22,1.3325999520384384,-2.381827186590709
23342,Germany,Frankfurt,271609,40023,24681,2571,5035,2989,1794,1999-04-19,-4.724921723598893,2.452041664770111
23343,Germany,Hamburg,2833249,1769597,1216449,92773,315458,233399,43743,1999-04-17,-3.9938192044018974,-2.733540311293427
23344,USA,Texas,5992,1048,825,15,77,121,437,1998-07-28,-0.3616082962495004,-1.7712103761382976
23345,Japan,Tokyo,34458,11967,4835,586,889,164,1091,1998-06-28,35.6895,139.6917
23346,UK,Manchester,159596,50580,35665,3350,4274,3495,2471,1998-06-30,-0.1633074596956526,5.456915438611025
23347,Germany,Berlin,278187,136228,97488,9591,17883,15786,6607,1998-12-28,52.52,13.405
23348,Germany,Hamburg,745365,590946,368325,32306,106211,9575,18277,1999-02-07,-3.9938192044018974,-2.733540311293427
23349,USA,Raccoon_City,50737,42650,29599,813,7053,5534,1614,1998-12-11,38.8333,-97.5333
23350,Brazil,Rio_de_Janeiro,155117,100707,74753,5081,5511,11983,3369,1998-12-08,1.69863980297128,-0.1445188229842225
23351,Japan,Tokyo,14769675,8847979,3912114,816601,737070,440404,104534,1999-05-03,35.6895,139.6917
23352,France,Bordeaux,435764,382132,158142,20763,50840,14455,18478,1998-07-29,1.1704801824038549,-1.967857959836668
23353,UK,Manchester,6202,605,319,27,38,41,801,1998-05-15,-0.1633074596956526,5.456915438611025
23354,France,Bordeaux,46622,17398,11806,505,1773,1074,963,1999-04-30,1.1704801824038549,-1.967857959836668
23355,France,Lyon,2657,552,270,38,62,51,192,1998-11-01,0.1225354025007818,2.243434500939372
23356,Canada,Ottawa,286695,37490,28522,2582,2736,5097,2104,1998-11-20,1.480608918212311,-1.9217980547608868
23357,Brazil,Brasilia,28639,18262,9341,863,1298,617,1353,1998-06-10,-0.4958311887247957,4.486676700154028
23358,Canada,Vancouver,12059,2210,1518,129,138,55,307,1998-10-18,1.763269541791821,-1.335127450431743
23359,Russia,Saint_Petersburg,11485,10478,7084,596,719,456,1160,1999-01-23,1.7025554541757133,0.217036944873728
23360,Australia,Sydney,5561084,2790869,1752752,89298,336584,188455,127047,1998-11-12,-33.8688,151.2093
23361,Antarctica,Rockfort_Island,397644,178320,125111,11209,23458,8870,7432,1999-01-05,-67.6167,62.8667
23362,USA,Texas,17307,5891,4663,364,336,580,1128,1998-11-11,-0.3616082962495004,-1.7712103761382976
23363,Germany,Munich,67853,17694,7098,731,1725,2090,1426,1998-12-16,1.3304192527089729,0.9162062377984492
23364,Germany,Hamburg,395709,342615,254127,17614,53777,22817,15553,1998-08-04,-3.9938192044018974,-2.733540311293427
23365,Japan,Tokyo,61017,35680,16041,3181,4099,2474,1682,1998-12-04,35.6895,139.6917
23366,Antarctica,Base_Echo,401610,90523,55053,5630,8962,11781,3883,1998-05-04,-2.0507635900375054,3.689084456104984
23367,Brazil,Rio_de_Janeiro,143158,92983,67125,7190,16167,11941,3493,1999-05-10,1.69863980297128,-0.1445188229842225
23368,Germany,Munich,557276,126146,70557,12598,18961,12064,3829,1998-05-05,1.3304192527089729,0.9162062377984492
23369,Antarctica,Base_Echo,212732,155794,98520,7355,26775,8013,5908,1999-05-21,-2.0507635900375054,3.689084456104984
23370,Canada,Montreal,70656,37163,18098,3433,1954,4325,2455,1998-06-15,3.577033218814007,0.0643706388332788
23371,Australia,Brisbane,304287,128003,56532,9213,14663,13245,4451,1999-03-27,-0.8665823898368763,9.314114221014716
23372,Canada,Toronto,35067,21823,11363,1493,3302,643,743,1998-09-03,-2.097557183413056,-0.6387742714220199
23373,France,Lyon,86665,71761,46736,6365,10446,3054,1782,1998-09-14,0.1225354025007818,2.243434500939372
23374,Russia,Saint_Petersburg,211021,80964,50865,4676,9646,3745,3340,1998-09-13,1.7025554541757133,0.217036944873728
23375,Germany,Hamburg,93486,61168,39319,2790,7476,4221,2576,1999-03-10,-3.9938192044018974,-2.733540311293427
23376,Antarctica,Base_Echo,1051295,363365,200681,20311,34658,19258,4556,1999-04-24,-2.0507635900375054,3.689084456104984
23377,France,Lyon,1595338,547929,409278,20799,48238,49071,26570,1999-03-15,0.1225354025007818,2.243434500939372
23378,Germany,Hamburg,12586,10031,6284,314,785,1486,732,1998-11-05,-3.9938192044018974,-2.733540311293427
23379,UK,Manchester,442987,230869,122517,21319,31760,16723,11187,1998-09-20,-0.1633074596956526,5.456915438611025
23380,Taiwan,Taichung_City,558386,214982,107608,2811,25193,31093,10886,1998-07-12,-2.604738557508256,7.177168990234618
23381,USA,Florida,7745099,1488277,890273,103226,97515,29092,73620,1998-10-25,0.0736648847716987,-8.521986977221632
23382,USA,Arklay_County,12865666,9733606,7671842,136903,799448,1247651,452411,1999-04-15,2.441439224449056,-2.9081933913488074
23383,Germany,Munich,234105,140224,105735,3405,26873,19761,4592,1998-12-12,1.3304192527089729,0.9162062377984492
23384,Australia,Perth,177295,121333,86744,8570,16029,10939,4562,1999-02-02,-2.3821152566781127,0.315955519096403
23385,Brazil,Amazon_Region,153160,63518,42380,832,6163,7170,2439,1998-12-24,-1.93727713348161,-3.219104847382798
23386,Japan,Akita_Pref,58003,17020,8353,351,2858,318,976,1998-08-02,-2.265945629067376,2.5379745781799965
23387,Australia,Sydney,428536,295034,191942,21544,18586,21878,5605,1999-05-08,-33.8688,151.2093
23388,Brazil,Rio_de_Janeiro,12436,1031,560,15,184,83,919,1999-03-26,1.69863980297128,-0.1445188229842225
23389,Australia,Sydney,635673,398791,263451,5206,72284,50565,4907,1998-11-13,-33.8688,151.2093
23390,UK,Edinburgh,212138,196862,124017,4500,15728,27807,9855,1998-07-03,0.6060610566215301,-4.154607930958573
23391,Australia,Brisbane,1741192,1347643,1044957,126155,232447,53485,47218,1998-09-27,-0.8665823898368763,9.314114221014716
23392,Japan,Kyoto,44785,31163,15223,2922,4269,3092,1950,1998-09-18,-0.6353533556324394,-4.121988575775276
23393,USA,Raccoon_City,66156,27751,14690,658,4131,1926,1029,1998-12-17,38.8333,-97.5333
23394,Australia,Sydney,4764809,78391,59736,2414,12264,6618,2902,1998-12-31,-33.8688,151.2093
23395,Canada,Vancouver,1561,1460,1166,102,248,50,765,1999-02-27,1.763269541791821,-1.335127450431743
23396,Brazil,Sao_Paulo,5590805,4890345,2318208,312179,836788,352257,220352,1999-04-12,-23.5505,-46.6333
23397,Russia,Saint_Petersburg,5589,2647,1389,86,500,213,727,1999-02-01,1.7025554541757133,0.217036944873728
23398,Brazil,Sao_Paulo,2496288,1630804,782377,107136,260039,60647,28600,1998-05-31,-23.5505,-46.6333
23399,USA,Illinois,105062,55914,37132,2422,9386,5565,3129,1999-05-12,-0.1071992535331094,-2.5699940756529567
