id,country,admin_region,latitude,longitude,total_population,infected,zombified,mutants,deaths,missing,ut_forces,date
27709,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,89754,26414,17789,2023,2526,999,794,1998-12-04
27710,Germany,Munich,1.3304192527089729,0.9162062377984493,416076,336689,223907,13738,28702,17174,7194,1998-10-03
27711,Germany,Frankfurt,-4.724921723598893,2.452041664770111,11503,749,318,57,115,32,168,1999-03-03
27712,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,874419,661373,486804,21750,42366,80975,23143,1998-08-28
27713,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,166121,59507,47001,3199,7069,8387,1004,1999-01-19
27714,UK,Birmingham,-2.8500477535126296,3.2832201705097055,591062,224859,133758,5935,15693,17182,8767,1999-02-11
27715,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,77085,27490,14956,1263,2358,1015,1116,1998-06-08
27716,USA,Texas,-0.36160829624950047,-1.7712103761382976,1645886,938899,674903,87378,81752,20117,39712,1998-11-04
27717,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,76580,33380,18852,642,2488,1513,1260,1998-12-28
27718,Germany,Munich,1.3304192527089729,0.9162062377984493,134647,55685,23345,1637,8236,6745,2578,1998-07-22
27719,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,11220178,1292099,778049,77391,216812,120520,55772,1998-11-21
27720,Australia,Perth,-2.3821152566781127,0.315955519096403,49804,44587,27965,982,8718,5411,1631,1998-09-21
27721,France,Bordeaux,1.1704801824038547,-1.9678579598366681,105850,79044,62989,1913,15793,8497,4132,1999-02-03
27722,USA,Raccoon_City,38.8333,-97.5333,98151,44878,25891,638,6882,3718,2748,1999-05-30
27723,Russia,Moscow,-3.1270639264667555,0.5501745696793509,147129,22314,12302,1413,4144,913,1708,1999-05-12
27724,Canada,Montreal,3.577033218814007,0.06437063883327881,972596,863532,633672,73862,68165,10987,22237,1998-10-29
27725,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,73553,12489,5009,1212,916,1316,1083,1999-03-21
27726,Canada,Montreal,3.577033218814007,0.06437063883327881,75834,11174,6602,1015,2161,1217,1407,1998-05-12
27727,Canada,Ottawa,1.480608918212311,-1.9217980547608868,5749464,1009060,667779,60040,59646,108131,48773,1999-02-16
27728,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,324747,28646,20557,2392,3226,986,865,1998-06-26
27729,UK,Edinburgh,0.6060610566215301,-4.154607930958573,115369,18184,9448,254,1702,506,813,1998-10-01
27730,Germany,Frankfurt,-4.724921723598893,2.452041664770111,775763,474327,270131,32985,51192,31483,11975,1998-07-31
27731,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,418995,83995,35156,1036,13198,10719,2276,1998-07-29
27732,UK,Manchester,-0.16330745969565263,5.456915438611025,111922,47383,23172,2604,6635,3314,2533,1998-05-04
27733,Australia,Perth,-2.3821152566781127,0.315955519096403,1879448,978646,723398,39540,76807,74146,11457,1998-12-07
27734,Brazil,Sao_Paulo,-23.5505,-46.6333,1142,744,502,46,94,8,194,1998-09-21
27735,Canada,Toronto,-2.097557183413056,-0.6387742714220199,3462490,574485,408008,45399,69616,56305,20377,1998-05-22
27736,Canada,Montreal,3.577033218814007,0.06437063883327881,91751,45212,20985,3116,3525,6329,1356,1998-11-08
27737,Germany,Berlin,52.52,13.405,370448,339362,164521,9039,60615,36599,15589,1998-08-15
27738,Russia,Vladivostok,43.1155,131.8853,135030,57448,31716,4523,5756,1777,1230,1999-03-22
27739,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,93351,55180,41177,4241,5217,3241,3054,1998-12-06
27740,Japan,Osaka,1.5102506162201896,-3.245233909150882,4254,3979,2638,144,735,161,1135,1999-05-30
27741,France,Paris_District,1.1184999132560782,0.24669544334403318,2343457,994428,526981,87571,155112,40571,27212,1998-12-25
27742,Russia,Siberia_Zone,61.0137,99.1967,82409,36756,15003,2958,4636,4508,2562,1999-04-06
27743,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,1654865,1165466,800895,66860,140562,145126,57531,1998-12-04
27744,France,Marseille,3.0758159318117744,0.8224238495790386,2444384,838964,359492,23140,133710,88807,17708,1998-06-08
27745,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,12046247,2017174,922479,173367,110038,67400,55097,1998-12-31
27746,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,87571,8885,6555,884,1471,1248,573,1998-09-27
27747,France,Lyon,0.12253540250078182,2.243434500939372,860136,608516,261195,24641,91587,59953,9556,1998-05-30
27748,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,383999,180034,90594,15091,35079,3460,6429,1998-10-08
27749,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,971243,296782,133883,18291,49441,3686,14370,1998-08-12
27750,Australia,Sydney,-33.8688,151.2093,47851,5494,3109,169,489,430,1010,1998-10-05
27751,Germany,Berlin,52.52,13.405,79324,70751,44886,1468,7129,5060,3830,1999-03-05
27752,UK,Manchester,-0.16330745969565263,5.456915438611025,163073,18315,8915,814,2047,1157,1376,1998-09-11
27753,UK,Edinburgh,0.6060610566215301,-4.154607930958573,264328,247917,175725,14349,40215,37108,10656,1998-06-23
27754,Australia,Perth,-2.3821152566781127,0.315955519096403,99827,58017,24908,1768,3902,7336,1226,1999-05-23
27755,UK,London_City,51.5074,-0.1278,26494,20800,13975,716,2569,804,985,1999-03-31
27756,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,20554,7673,4792,591,1141,1145,641,1998-06-05
27757,Australia,Sydney,-33.8688,151.2093,960202,186189,91700,17862,21508,27356,7068,1999-03-15
27758,France,Paris_District,1.1184999132560782,0.24669544334403318,1536020,246805,108788,19756,33095,35292,6232,1998-09-08
27759,Germany,Munich,1.3304192527089729,0.9162062377984493,4847624,3653558,2828129,322318,608442,90997,175136,1999-03-09
27760,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,78716,26000,20566,1217,2133,3352,1227,1998-07-19
27761,France,Bordeaux,1.1704801824038547,-1.9678579598366681,15493,4535,2805,336,350,469,571,1999-01-27
27762,France,Marseille,3.0758159318117744,0.8224238495790386,373970,193749,102840,6853,29169,22453,3435,1998-08-28
27763,Japan,Okinawa,-0.7058126639679835,7.705785461881211,97698,53379,25223,3147,7213,580,3134,1998-09-11
27764,Canada,Montreal,3.577033218814007,0.06437063883327881,125489,27838,13897,2086,1745,2564,1531,1998-11-21
27765,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,67619,56897,42046,5502,5892,3096,2495,1999-01-20
27766,Australia,Perth,-2.3821152566781127,0.315955519096403,225045,199671,92062,7053,32596,5634,4513,1998-12-19
27767,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,256411,57137,32859,2344,9065,2798,1087,1998-05-28
27768,Russia,Moscow,-3.1270639264667555,0.5501745696793509,4633165,2879056,2250539,233747,565642,232522,108761,1999-02-25
27769,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,9858739,3716402,2961451,175018,192568,86283,47579,1998-06-27
27770,Japan,Osaka,1.5102506162201896,-3.245233909150882,12646,2315,1193,135,445,28,606,1998-05-29
27771,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,2100955,824337,488983,34083,68989,27665,10889,1999-04-16
27772,Australia,Perth,-2.3821152566781127,0.315955519096403,6085498,4212942,1921778,416743,820980,174924,118463,1999-05-12
27773,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,961885,476445,248213,37244,49978,19844,7787,1999-03-09
27774,Canada,Vancouver,1.763269541791821,-1.335127450431743,2633115,1066022,456462,67862,92762,53284,45571,1998-06-02
27775,France,Paris_District,1.1184999132560782,0.24669544334403318,2138321,821152,556840,22471,67766,102062,30700,1998-08-16
27776,Russia,Siberia_Zone,61.0137,99.1967,143098,60289,25111,4982,5054,5696,1448,1999-05-23
27777,UK,Edinburgh,0.6060610566215301,-4.154607930958573,189764,62283,27695,4252,10925,7293,2887,1999-01-27
27778,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,307577,17600,11161,1323,2937,1484,1465,1999-05-22
27779,Brazil,Sao_Paulo,-23.5505,-46.6333,189098,157466,96610,12966,13518,22881,7237,1999-04-10
27780,Canada,Montreal,3.577033218814007,0.06437063883327881,6580309,5976486,4230706,432579,638589,340757,123333,1998-11-07
27781,Canada,Toronto,-2.097557183413056,-0.6387742714220199,1298981,891256,395645,55357,100017,92246,27852,1998-07-20
27782,UK,Manchester,-0.16330745969565263,5.456915438611025,92496,19360,11543,1000,2284,2335,396,1998-07-21
27783,France,Bordeaux,1.1704801824038547,-1.9678579598366681,548358,348395,260816,8057,40136,17652,11656,1998-08-04
27784,Antarctica,Rockfort_Island,-67.6167,62.8667,23714,19631,11800,918,1232,2458,608,1998-09-23
27785,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,351029,234001,186034,22555,24322,7080,9101,1998-06-26
27786,France,Bordeaux,1.1704801824038547,-1.9678579598366681,57802,41699,27788,2997,3284,6200,1202,1998-12-04
27787,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,498210,147923,72192,9970,17248,8822,3609,1998-12-28
27788,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,10682,8005,3802,605,1470,701,800,1999-02-08
27789,France,Bordeaux,1.1704801824038547,-1.9678579598366681,506932,86748,51939,3828,8412,3595,4267,1998-10-15
27790,Canada,Vancouver,1.763269541791821,-1.335127450431743,338372,225951,134436,4210,24484,13135,3309,1998-09-13
27791,USA,Raccoon_City,38.8333,-97.5333,79826,17387,12768,1216,1760,659,1445,1998-09-18
27792,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,293028,169956,73882,11080,16153,2193,7741,1998-10-19
27793,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,598194,224752,146265,17469,24790,12402,10121,1999-05-12
27794,USA,Texas,-0.36160829624950047,-1.7712103761382976,56671,31821,25261,1498,2280,2394,1340,1998-06-16
27795,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,170291,44625,26245,2120,7693,4232,989,1998-05-10
27796,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,79756,73268,50409,1840,4364,10929,3358,1999-02-21
27797,Australia,Brisbane,-0.8665823898368763,9.314114221014716,70748,55809,44237,4943,10084,4564,3059,1998-11-11
27798,Australia,Sydney,-33.8688,151.2093,411219,290523,198550,18414,47803,10489,3967,1999-03-26
27799,France,Lyon,0.12253540250078182,2.243434500939372,92296,49129,26796,3375,4611,2818,2254,1998-05-15
27800,UK,Edinburgh,0.6060610566215301,-4.154607930958573,86290,66515,45847,4612,7308,9829,2959,1998-12-02
27801,France,Marseille,3.0758159318117744,0.8224238495790386,95969,64146,27485,5065,8548,6473,3092,1998-11-05
27802,UK,Manchester,-0.16330745969565263,5.456915438611025,110279,34559,19001,2328,2846,466,2047,1999-01-08
27803,France,Bordeaux,1.1704801824038547,-1.9678579598366681,54693,8532,5630,646,952,824,282,1999-03-26
27804,Russia,Siberia_Zone,61.0137,99.1967,85668,36973,24898,1594,6651,3912,1606,1998-06-21
27805,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,158623,100561,44200,1772,8331,11655,2725,1998-06-28
27806,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,122939,48760,26470,1802,8740,5725,2157,1998-10-23
27807,Japan,Osaka,1.5102506162201896,-3.245233909150882,32185,24252,11742,354,4390,2344,1079,1999-05-09
27808,UK,Birmingham,-2.8500477535126296,3.2832201705097055,1437593,395175,164914,24004,77606,50976,18503,1999-02-19
27809,Brazil,Sao_Paulo,-23.5505,-46.6333,17358,6397,2885,90,413,830,659,1998-09-03
27810,Russia,Moscow,-3.1270639264667555,0.5501745696793509,40319,35590,19297,584,4196,1184,1338,1998-06-11
27811,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,3285280,770374,426038,49633,109122,10089,31548,1999-03-03
27812,France,Marseille,3.0758159318117744,0.8224238495790386,362369,57569,41102,3831,7516,688,2639,1999-03-02
27813,Germany,Frankfurt,-4.724921723598893,2.452041664770111,1874303,295399,129039,13630,32412,19986,11331,1999-04-13
27814,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,167551,30242,16194,333,3333,499,1034,1999-04-26
27815,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,35336,1211,934,49,74,74,808,1999-01-09
27816,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,142345,58050,26738,5442,8200,4917,1766,1998-07-05
27817,France,Bordeaux,1.1704801824038547,-1.9678579598366681,3592705,1857531,760994,25761,142800,144519,62559,1998-06-27
27818,Australia,Perth,-2.3821152566781127,0.315955519096403,727458,481869,223025,20330,59899,33183,20845,1998-09-04
27819,UK,London_City,51.5074,-0.1278,186324,10847,8517,221,934,887,568,1998-05-04
27820,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,20071,10263,6197,628,1636,602,1247,1998-12-21
27821,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,612267,459413,301629,34495,31992,49711,16755,1999-05-22
27822,France,Marseille,3.0758159318117744,0.8224238495790386,20649,11277,4956,375,1580,1092,557,1998-06-01
27823,Brazil,Sao_Paulo,-23.5505,-46.6333,36937,8951,5090,123,1119,1293,1288,1998-10-22
27824,Canada,Montreal,3.577033218814007,0.06437063883327881,5801,3595,2176,265,492,375,916,1998-07-01
27825,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,130927,44672,26544,4065,3109,6614,1132,1998-12-12
27826,USA,Florida,0.07366488477169875,-8.521986977221632,20991,12165,9051,1091,1613,1722,767,1998-09-21
27827,UK,Manchester,-0.16330745969565263,5.456915438611025,10085,9183,4418,320,1248,907,697,1998-05-18
27828,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,3908344,970497,541295,48867,110173,129866,37158,1998-12-06
27829,Japan,Osaka,1.5102506162201896,-3.245233909150882,162376,106534,69601,1157,21133,13806,2009,1998-12-20
27830,Russia,Vladivostok,43.1155,131.8853,59368,31366,22506,2140,3034,782,430,1999-05-25
27831,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,305182,113513,68179,10395,8195,4502,2997,1998-12-21
27832,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,145387,542,368,29,101,19,159,1999-04-27
27833,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,246897,210049,88342,12155,13500,6152,6838,1999-03-17
27834,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,756825,608116,295746,9291,49816,71168,29934,1998-07-19
27835,USA,Raccoon_City,38.8333,-97.5333,28365397,25377319,10328227,390252,5034518,1192446,811997,1999-02-17
27836,USA,Florida,0.07366488477169875,-8.521986977221632,27816,17183,11554,403,1930,489,795,1998-07-12
27837,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,2967,1500,630,134,99,125,498,1999-04-02
27838,Germany,Frankfurt,-4.724921723598893,2.452041664770111,62019,9039,5000,866,582,724,657,1998-08-08
27839,Russia,Siberia_Zone,61.0137,99.1967,616955,271007,121459,15602,41860,16546,7576,1999-01-11
27840,Australia,Brisbane,-0.8665823898368763,9.314114221014716,229514,91163,37079,1489,15407,1391,2874,1999-03-11
27841,UK,Manchester,-0.16330745969565263,5.456915438611025,19632,4706,3329,331,341,82,1033,1999-04-16
27842,Canada,Ottawa,1.480608918212311,-1.9217980547608868,429373,337638,238380,11784,18498,6632,8429,1998-10-09
27843,Germany,Berlin,52.52,13.405,12743,8058,3260,137,1548,646,937,1999-02-17
27844,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,135008,93610,44433,8772,17436,1847,1537,1998-10-09
27845,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,81605,54210,31783,4653,6952,2587,1905,1999-04-22
27846,UK,Manchester,-0.16330745969565263,5.456915438611025,34836,3439,2743,64,415,430,391,1998-09-06
27847,Australia,Perth,-2.3821152566781127,0.315955519096403,61366,43779,19540,4368,5858,2200,1309,1999-03-05
27848,USA,Texas,-0.36160829624950047,-1.7712103761382976,663243,533783,246769,40771,88515,22408,26813,1999-01-08
27849,France,Paris_District,1.1184999132560782,0.24669544334403318,216700,96302,74382,5445,18237,8531,2036,1998-07-01
27850,Antarctica,Rockfort_Island,-67.6167,62.8667,29445,23126,11785,466,1777,2804,1911,1998-09-20
27851,Russia,Moscow,-3.1270639264667555,0.5501745696793509,32212,12198,8681,1212,933,1613,768,1998-12-09
27852,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,31332,22067,9516,2080,2454,3011,876,1999-03-03
27853,Japan,Tokyo,35.6895,139.6917,12075,7801,5275,391,595,698,771,1998-05-14
27854,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,16479936,13913732,8498571,881707,1093727,852907,333937,1999-04-29
27855,Japan,Tokyo,35.6895,139.6917,3396,1692,925,143,196,39,588,1998-08-06
27856,USA,Texas,-0.36160829624950047,-1.7712103761382976,190344,32413,22197,1356,4469,427,1030,1998-06-28
27857,France,Bordeaux,1.1704801824038547,-1.9678579598366681,11497,3132,2134,276,341,282,204,1998-10-27
27858,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,58103,25875,15223,618,2277,2494,1098,1998-05-01
27859,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,1133100,501174,385147,44522,30719,40464,11789,1998-12-13
27860,Russia,Siberia_Zone,61.0137,99.1967,659098,408234,245842,5611,65192,17582,6292,1998-09-22
27861,USA,Raccoon_City,38.8333,-97.5333,73938,1804,1201,112,264,190,133,1999-03-08
27862,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,95407,43854,31133,501,6606,3620,2318,1998-09-10
27863,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,257445,141645,90279,5581,15424,15275,6179,1998-09-22
27864,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,4430,2698,1303,153,491,83,771,1999-01-29
27865,Canada,Ottawa,1.480608918212311,-1.9217980547608868,20087,13957,6190,401,981,1663,350,1999-04-10
27866,UK,Manchester,-0.16330745969565263,5.456915438611025,78872,51263,23175,3802,8612,6633,2286,1999-03-07
27867,Germany,Frankfurt,-4.724921723598893,2.452041664770111,165013,117598,57351,4232,8093,15682,4595,1998-06-16
27868,Australia,Perth,-2.3821152566781127,0.315955519096403,66848,54233,28480,2015,4270,3204,3183,1998-11-24
27869,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,273134,22299,16434,1951,4133,732,1825,1998-12-25
27870,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,1206934,506967,275192,47454,57883,23310,9853,1998-12-28
27871,Russia,Vladivostok,43.1155,131.8853,335600,61826,27936,2909,9525,4431,2649,1998-08-12
27872,Japan,Tokyo,35.6895,139.6917,442931,3436,1645,243,511,364,393,1999-02-01
27873,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,23382,7981,5060,345,861,572,199,1998-10-04
27874,USA,Arklay_County,2.441439224449056,-2.9081933913488074,5201,4924,2647,461,972,452,669,1998-11-04
27875,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,378679,96207,53309,6394,15707,5075,4599,1998-10-21
27876,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,720753,318468,172900,10418,42948,35974,14206,1998-08-08
27877,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,579677,496704,294013,47672,61367,57919,10555,1998-05-10
27878,Canada,Ottawa,1.480608918212311,-1.9217980547608868,193133,33178,20592,2467,2097,1420,1748,1998-07-23
27879,UK,Manchester,-0.16330745969565263,5.456915438611025,1482617,211890,133025,15316,18973,8091,3400,1998-06-22
27880,France,Paris_District,1.1184999132560782,0.24669544334403318,11588,3686,2323,69,367,252,598,1998-09-04
27881,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,101746,62780,28211,3552,8764,7573,3100,1998-09-12
27882,USA,Florida,0.07366488477169875,-8.521986977221632,628177,360155,259088,4436,28953,33655,8123,1999-02-10
27883,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,3279,902,392,80,114,33,383,1999-04-14
27884,Germany,Frankfurt,-4.724921723598893,2.452041664770111,145930,125430,65138,11846,22914,3577,2697,1998-06-24
27885,Canada,Ottawa,1.480608918212311,-1.9217980547608868,39091,3496,2747,69,200,508,676,1998-12-30
27886,Australia,Sydney,-33.8688,151.2093,361051,301054,239595,5462,52529,20570,14900,1998-07-04
27887,France,Marseille,3.0758159318117744,0.8224238495790386,784650,129839,76222,6095,18920,5841,3514,1998-05-21
27888,Russia,Moscow,-3.1270639264667555,0.5501745696793509,671974,336658,214548,32969,21627,33030,8824,1999-01-18
27889,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,120329,69857,55651,719,9910,2266,2245,1999-02-24
27890,UK,Manchester,-0.16330745969565263,5.456915438611025,43751,38887,23396,1851,5392,2686,2226,1999-03-20
27891,Germany,Berlin,52.52,13.405,51666,14178,9145,1136,1444,841,664,1999-04-24
27892,Germany,Berlin,52.52,13.405,285829,249076,127889,9473,21986,14545,5456,1999-01-03
27893,UK,London_City,51.5074,-0.1278,510412,469362,283866,29964,46029,41718,8553,1998-09-20
27894,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,1709829,1558585,664522,73972,151148,189128,20070,1998-08-06
27895,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,27141,13267,9790,1036,1874,1754,936,1998-05-02
27896,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,138547,21094,13887,226,1668,2188,581,1999-04-22
27897,France,Bordeaux,1.1704801824038547,-1.9678579598366681,146911,73509,29901,6012,10075,2743,2237,1998-09-08
27898,Japan,Tokyo,35.6895,139.6917,136711,105689,42652,2109,14914,1092,3994,1998-10-23
27899,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,279106,95932,69377,5120,10471,1337,4476,1998-06-16
27900,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,243314,178224,137385,3550,32264,24029,3237,1998-12-27
27901,UK,London_City,51.5074,-0.1278,32021,17727,9771,897,1229,1636,533,1999-04-21
27902,UK,Manchester,-0.16330745969565263,5.456915438611025,20081,10266,4671,945,1882,571,968,1998-05-27
27903,Antarctica,Rockfort_Island,-67.6167,62.8667,458960,170480,127018,7122,32869,10103,4829,1999-05-23
27904,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,26405,17161,10463,1267,2996,224,725,1998-06-05
27905,Canada,Toronto,-2.097557183413056,-0.6387742714220199,1008356,355040,167105,35387,32281,38513,17298,1999-04-04
27906,Canada,Vancouver,1.763269541791821,-1.335127450431743,36207,15548,12353,689,2164,554,841,1999-04-19
27907,Germany,Berlin,52.52,13.405,77434,8418,4449,822,685,659,693,1999-04-01
27908,UK,London_City,51.5074,-0.1278,46863,34097,21628,2859,1784,373,1443,1998-10-27
27909,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,2472587,1426588,625268,140795,126919,91129,65613,1998-06-20
27910,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,6901100,4775878,2695921,448779,934302,115367,134873,1999-04-07
27911,Russia,Moscow,-3.1270639264667555,0.5501745696793509,173749,158442,101482,2379,18067,2311,1974,1998-10-07
27912,Germany,Berlin,52.52,13.405,48017,11685,9252,396,2270,340,1018,1999-01-13
27913,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,58850,40075,22881,3588,7084,2787,1516,1998-05-17
27914,USA,New_York,40.7128,-74.006,900815,282657,130574,11083,19588,19361,10487,1999-02-03
27915,Canada,Ottawa,1.480608918212311,-1.9217980547608868,102151,19689,12198,1823,1060,607,1478,1998-10-19
27916,France,Lyon,0.12253540250078182,2.243434500939372,2189157,1119740,604369,83664,218067,151777,50037,1999-02-26
27917,Canada,Ottawa,1.480608918212311,-1.9217980547608868,132765,121366,78643,7994,16571,5642,4309,1998-06-23
27918,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,1876117,1700814,1213237,156098,244752,250212,18953,1998-05-13
27919,Russia,Vladivostok,43.1155,131.8853,119148,102816,41455,3175,15226,11263,4451,1998-11-18
27920,Russia,Vladivostok,43.1155,131.8853,26840,12643,6829,988,1769,946,1266,1999-03-23
27921,UK,Birmingham,-2.8500477535126296,3.2832201705097055,8251,5065,2758,99,658,297,980,1999-01-01
27922,Germany,Berlin,52.52,13.405,464072,30508,18441,2155,4446,3591,1629,1999-01-26
27923,USA,Florida,0.07366488477169875,-8.521986977221632,10633,1672,1159,105,128,37,718,1998-12-14
27924,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,1501684,385794,237858,13715,72243,12684,11938,1998-07-01
27925,Germany,Munich,1.3304192527089729,0.9162062377984493,21657,5136,3182,438,926,433,341,1998-11-17
27926,Japan,Tokyo,35.6895,139.6917,419967,355614,224943,34514,18657,47169,6937,1998-09-29
27927,Antarctica,Rockfort_Island,-67.6167,62.8667,4104182,1986876,1271995,118973,172327,137962,31211,1998-07-09
27928,UK,Edinburgh,0.6060610566215301,-4.154607930958573,904324,368514,155466,15885,56665,9118,6315,1998-11-05
27929,UK,Edinburgh,0.6060610566215301,-4.154607930958573,72542,6240,4286,89,1081,916,204,1999-03-23
27930,Canada,Ottawa,1.480608918212311,-1.9217980547608868,21982841,16261335,7399008,1379749,1433804,690051,750689,1998-11-24
27931,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,2995176,13175,6013,240,2192,146,410,1998-09-08
27932,Canada,Vancouver,1.763269541791821,-1.335127450431743,1131486,909613,632918,44457,134365,129095,22305,1998-10-04
27933,Russia,Siberia_Zone,61.0137,99.1967,156884,27116,17582,597,1361,2992,497,1999-02-01
27934,Russia,Vladivostok,43.1155,131.8853,56809,26966,12047,1895,5019,3870,1224,1998-06-23
27935,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,18989006,6385698,4853481,330471,380983,93780,108838,1998-12-30
27936,USA,California,-3.768367786224215,-7.269105964257913,145413,128729,92773,11704,23641,16221,3020,1999-05-25
27937,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,50846,46682,28721,1310,5402,915,1199,1999-05-12
27938,France,Bordeaux,1.1704801824038547,-1.9678579598366681,111296,85853,51954,2197,16839,7857,1891,1998-12-01
27939,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,19307,11330,7587,858,853,1089,217,1998-05-11
27940,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,42494,20606,10604,451,1146,2895,1337,1998-12-05
27941,Germany,Berlin,52.52,13.405,333233,74446,50441,2163,10238,1723,3364,1998-11-21
27942,UK,Edinburgh,0.6060610566215301,-4.154607930958573,279584,158025,114972,5591,26941,14627,3119,1999-05-16
27943,Brazil,Sao_Paulo,-23.5505,-46.6333,354422,223037,96224,8334,35193,8134,9532,1998-11-17
27944,UK,Birmingham,-2.8500477535126296,3.2832201705097055,16511,14677,6554,491,2420,405,1556,1998-07-11
27945,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,441449,256946,147640,10484,27600,15131,13029,1998-08-17
27946,UK,Birmingham,-2.8500477535126296,3.2832201705097055,66816,54241,36338,1896,6687,2697,1300,1998-05-27
27947,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,388401,153526,81769,10214,24268,7348,4131,1999-04-14
27948,France,Paris_District,1.1184999132560782,0.24669544334403318,2906728,1478423,836495,98168,286265,203612,44705,1999-02-13
27949,France,Marseille,3.0758159318117744,0.8224238495790386,2182737,1901261,1091151,101782,227599,127951,22790,1998-05-05
27950,Canada,Ottawa,1.480608918212311,-1.9217980547608868,800233,568257,325590,49523,86926,33749,8341,1999-01-20
